SYSTEM:task_id	INPUT:name	INPUT:playlist-1	INPUT:playlist-2	INPUT:playlist-3	INPUT:track	OUTPUT:result	CONFIDENCE:result	GOLDEN:result	
00023063ad--638f71a76802550c5d05a27c	Zaz.Qué vendrá	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/43059786	no	99.99%		
00023063ad--638f71a76802550c5d05a27d	James Blunt.You're Beautiful	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/123736	no	94.55%		
00023063ad--638f71a76802550c5d05a27e	Big Baby Tape, kizaru.Million	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/93556493	no	77.77%		
00023063ad--638f71a76802550c5d05a27f	KEAN DYSSO, TBT Prod..Down	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107620532	no	60.00%		
00023063ad--638f71a76802550c5d05a280	Вячеслав Бутусов.Песня идущего домой	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/35386738	no	55.55%		
00023063ad--638f71a76802550c5d05a281	MODERN CLVB.Remember Me	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/108097638	no	93.91%		
00023063ad--638f71a76802550c5d05a282	Сектор Газа.Туман	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/17198356	no	81.39%		
00023063ad--638f71a76802550c5d05a283	Skillet.Hero	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/418017	no	50.00%		
00023063ad--638f71a76802550c5d05a284	Kambulat.Выпей меня	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/99417669	no	66.66%		
00023063ad--638f71a76802550c5d05a285	Ambulo.Homesick	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/58775958	no	60.00%		
00023063ad--638f71a76802550c5d05a286	T-killah.Синяя	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/60873667	no	33.33%		
00023063ad--638f71a76802550c5d05a287	ANIKV, SALUKI.Огни	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/101371514	no	98.78%		
00023063ad--638f71a76802550c5d05a288	Victoria Kohana, RUNSTAR.Desert Rose	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/88023664	yes	81.81%		
00023063ad--638f71a76802550c5d05a289	Tiësto.I Will Be Here	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/2215474	no	99.80%		
00023063ad--638f71a76802550c5d05a28a	Thaehan, сборник.Remorse	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/68669098	yes	83.99%		
00023063ad--638f71a76802550c5d05a28b	Stromae.Tous Les Mêmes	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/14355364	no	33.33%		
00023063ad--638f71a76802550c5d05a28c	Roy Orbison.Oh, Pretty Women	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/57701107	no	96.55%		
00023063ad--638f71a76802550c5d05a28d	Xcho, Mr Lambo, Пабло.Дай мне огня	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/71780469	no	99.99%		
00023063ad--638f71a76802550c5d05a28e	Cvetocek7.Эта ночь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/66928314	yes	99.99%		
00023063ad--638f71a76802550c5d05a28f	Ava Max, Breathe Carolina.Who's Laughing Now	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/69947348	yes	80.00%		
00023063ad--638f71a76802550c5d05a290	INNA.Cryo	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/101494664	no	50.00%		
00023063ad--638f71a76802550c5d05a291	Scott Rill.eclipse	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/81338954	no	90.32%		
00023063ad--638f71a76802550c5d05a292	Gareth Coker, Aeralie Brighton.The Spirit Tree	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/22001063	no	71.42%		
00023063ad--638f71a76802550c5d05a293	Robert Cristian, Trajbo.Prada	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/74466777	no	38.46%		
00023063ad--638f71a76802550c5d05a294	Клава Кока.Катастрофа	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94824900	no	47.51%		
00023063ad--638f71a76802550c5d05a295	5l33p, YourTears.I wrote this song 4 u	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107447592	no	99.87%		
00023063ad--638f71a76802550c5d05a296	Gazan, Gidayyat, Dvinar.Рио де Дубай	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/75140669	no	99.96%		
00023063ad--638f71a76802550c5d05a297	Unaverage Gang.Pay the Price	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/80458829	no	99.97%		
00023063ad--638f71a76802550c5d05a298	Marc Benjamin, Chemical Neon, Sophia Gripari.Hit Me Up Again	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/83754995	yes	77.77%		
00023063ad--638f71a76802550c5d05a299	Olivia Addams.Fool Me Once	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/104280862	no	33.33%		
00023063ad--638f71a76802550c5d05a29a	Мурат Тхагалегов.Калым	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/32801075	no	73.63%		
00023063ad--638f71a76802550c5d05a29b	Total.Бьёт по глазам	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/39752167	no	65.21%		
00023063ad--638f71a76802550c5d05a29c	Queen.Another One Bites The Dust	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/1710810	no	98.82%		
00023063ad--638f71a76802550c5d05a29d	Лёша Свик.Девчонка	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54559809	no	96.92%		
00023063ad--638f71a76802550c5d05a29e	Billie Eilish.Bored	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/34454725	no	55.55%		
00023063ad--638f71a76802550c5d05a29f	PARX, Pablo Bravas.So Done	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/77389960	no	82.35%		
00023063ad--638f71a76802550c5d05a2a0	Billie Eilish.bellyache	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/33894103	no	98.13%		
00023063ad--638f71a76802550c5d05a2a1	ГУДЗОН.Белые туманы	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/87739115	no	99.21%		
00023063ad--638f71a76802550c5d05a2a2	Валерий Меладзе.Салют, Вера	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/44944278	no	97.02%		
00023063ad--638f71a76802550c5d05a2a3	просто Лера.Инопланетяне	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/77381490	no	98.82%		
00023063ad--638f71a76802550c5d05a2a4	TV Themes.Big Little Lies	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/44564617	no	88.23%		
00023063ad--638f71a76802550c5d05a2a5	grandson.Blood // Water	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/40828285	no	97.92%		
00023063ad--638f71a76802550c5d05a2a6	Jay.f.k beats.Bully	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/53372112	no	99.99%		
00023063ad--638f71a76802550c5d05a2a7	nuor garsas.Plasma	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/90049731	no	99.99%		
00023063ad--638f71a76802550c5d05a2a8	INNA, Robert Christian.UP	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/96467410	yes	77.77%		
00023063ad--638f71a76802550c5d05a2a9	HARU.Отгоните рассвет	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/55594814	no	93.10%		
00023063ad--638f71a76802550c5d05a2aa	Alem.Седая ночь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106645460	yes	96.55%		
00023063ad--638f71a76802550c5d05a2ab	T-killah.Звездопад	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/62741088	no	93.33%		
00023063ad--638f71a76802550c5d05a2ac	Fahmi.Не вспоминай	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/58472836	no	99.90%		
00023063ad--638f71a76802550c5d05a2ad	Kastuvas, Emie.Keep on Moving	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/82113745	no	99.98%		
00023063ad--638f71a76802550c5d05a2ae	MACAN.За всех	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/100638606	no	80.00%		
00023063ad--638f71a76802550c5d05a2af	Liam Thomas.Against My Skin	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/63861563	no	65.21%		
00023063ad--638f71a76802550c5d05a2b0	Siadou, TRFN.Connections	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/77550590	no	99.91%		
00023063ad--638f71a76802550c5d05a2b1	Адлер Коцба, Erik Akhim.Королева со льдом	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/62099653	no	84.37%		
00023063ad--638f71a76802550c5d05a2b2	C.C. Catch.Heaven and Hell	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/12930960	no	0.00%		
00023063ad--638f71a76802550c5d05a2b3	MONATIK.Выходной	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/26485983	no	36.84%		
00023063ad--638f71a76802550c5d05a2b4	Mary Gu.Ненавижу города	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/61822350	no	99.93%		
00023063ad--638f71a76802550c5d05a2b5	Robin Berrygold.Don't Think I Will Forgive You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/21998692	no	99.97%		
00023063ad--638f71a76802550c5d05a2b6	Hoogway.Everything (You Are)	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/67832856	no	26.31%		
00023063ad--638f71a76802550c5d05a2b7	Аким Апачев.Лето и арбалеты	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/82869720	no	33.33%		
00023063ad--638f71a76802550c5d05a2b8	NucKids.Слова	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/68063310	no	99.91%		
00023063ad--638f71a76802550c5d05a2b9	Артур Пирожков, Клава Кока.Хочешь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/97540885	no	82.05%		
00023063ad--638f71a76802550c5d05a2ba	Imagine Dragons.Lonely	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/90360486	no	95.74%		
00023063ad--638f71a76802550c5d05a2bb	AnnenMayKantereit, Giant Rooks.Tom's Diner	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54516116	yes	79.41%		
00023063ad--638f71a76802550c5d05a2bc	IAMJJ.Different Kind of Blues	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/39582792	no	60.97%		
00023063ad--638f71a76802550c5d05a2bd	Miyagi & Andy Panda.Kosandra	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/62554116	no	83.33%		
00023063ad--638f71a76802550c5d05a2be	vibessmusic.Know You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107457437	no	90.00%		
00023063ad--638f71a76802550c5d05a2bf	Асия.Лекарство от одиночества	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/81232683	no	63.63%		
00023063ad--638f71a76802550c5d05a2c0	ETOLUBOV, Lavrushkin.Ты такой	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85423864	no	84.67%		
00023063ad--638f71a76802550c5d05a2c1	ХАБИБ, Galibri & Mavik.Дискотанцы	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94739018	no	70.09%		
00023063ad--638f71a76802550c5d05a2c2	Besomage, Antomage, Bromage, Haluna.Kisses Back	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/97906817	no	99.88%		
00023063ad--638f71a76802550c5d05a2c3	The Doors.People Are Strange	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/220497	no	55.55%		
00023063ad--638f71a76802550c5d05a2c4	МАЧЕТЕ.Нежность	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/9167465	no	43.86%		
00023063ad--638f71a76802550c5d05a2c5	Peyton Parrish.Bella Ciao	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94286781	yes	95.29%		
00023063ad--638f71a76802550c5d05a2c6	Chance Peña.Roll Your Eyes	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/36447859	no	57.14%		
00023063ad--638f71a76802550c5d05a2c7	ONEIL, Troshin.Secrets	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/97722201	no	99.90%		
00023063ad--638f71a76802550c5d05a2c8	FanEOne.Carnage	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/72581259	no	99.65%		
00023063ad--638f71a76802550c5d05a2c9	Lastfragment.Enigma	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/108067200	no	70.00%		
00023063ad--638f71a76802550c5d05a2ca	Ofenbach.Rock It	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/51938839	no	99.98%		
00023063ad--638f71a76802550c5d05a2cb	Kamazz.В тебе до капли растворюсь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/77549370	no	99.98%		
00023063ad--638f71a76802550c5d05a2cc	Скриптонит, Charusha.Космос	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/39958859	no	99.97%		
00023063ad--638f71a76802550c5d05a2cd	Tony Anderson, Luke Atencio.It's Not a Magic Trick	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/19313859	no	99.97%		
00023063ad--638f71a76802550c5d05a2ce	ASADI.Nutcracker	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73600251	no	99.65%		
00023063ad--638f71a76802550c5d05a2cf	Пара Нормальных.Happy End	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/17197802	no	98.82%		
00023063ad--638f71a76802550c5d05a2d0	VERBEE.Давай взорвём	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/53384665	no	57.58%		
00023063ad--638f71a76802550c5d05a2d1	Griffinilla.Hard Drive	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/27094549	no	0.00%		
00023063ad--638f71a76802550c5d05a2d2	Minelli.Illusion	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73663900	no	99.99%		
00023063ad--638f71a76802550c5d05a2d3	Бурёнка Даша.Борька - чистюля	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/37330924	no	70.00%		
00023063ad--638f71a76802550c5d05a2d4	Trippy Music.Derniere Danse	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/87769352	no	53.84%		
00023063ad--638f71a76802550c5d05a2d5	Nebezao, Андрей Леницкий.Сочи-Москва	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/89098324	no	99.98%		
00023063ad--638f71a76802550c5d05a2d6	Don Diablo, AR/CO.Hot Air Balloon	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/88397349	no	65.21%		
00023063ad--638f71a76802550c5d05a2d7	Robert Cristian, Dayana, Elemer, Alis.Shut up and Dance	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/75650502	no	92.30%		
00023063ad--638f71a76802550c5d05a2d8	Barton.Running Up That Hill	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/105368162	no	0.00%		
00023063ad--638f71a76802550c5d05a2d9	Koste.WEATHER	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/74707675	no	99.86%		
00023063ad--638f71a76802550c5d05a2da	Tiësto, Ava Max.The Motto	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94292912	no	97.12%		
00023063ad--638f71a76802550c5d05a2db	Filatov & Karas, Виктор Цой.Остаться с тобой	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/41325607	yes	95.45%		
00023063ad--638f71a76802550c5d05a2dc	Cospe.Super 1	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/49140153	no	94.91%		
00023063ad--638f71a76802550c5d05a2dd	Султан Лагучев.Не души	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/104296617	no	66.66%		
00023063ad--638f71a76802550c5d05a2de	LP.Lost on You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/30049955	no	77.77%		
00023063ad--638f71a76802550c5d05a2df	Артём Качер.100 проблем	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/86169468	no	99.97%		
